;Модель;Год;Цена;Пробег;Регион;Дата;Рейтинг;Объем;Мощность;Коробка;Тип двигателя;Топливо;Привод;Разгон;Страна марки;Количество дверей;Количество мест;Длина;Ширина;Высота;Колёсная база;Объем багажника мин/макс, л;Снаряженная масса, кг;Коробка передач;Количество передач;Тип привода;Тип передней подвески;Тип задней подвески;Передние тормоза;Задние тормоза;Максимальная скорость, км/ч;Разгон до 100 км/ч, с;Марка топлива;Расположение двигателя;Объем двигателя, см³;Тип наддува;Максимальная мощность, л.с./кВт при об/мин;Максимальный крутящий момент, Н*м при об/мин;Расположение цилиндров;Количество цилиндров;Число клапанов на цилиндр;Система питания двигателя;Степень сжатия;Диаметр цилиндра и ход поршня, мм
119; Nissan Qashqai I  ; 2009 ; 469 000 ; 111 000 ;" Зерноград
"; 23 апреля; 4,2; 1.6 л; 114 л.с.; механика; бензин; АИ-95; передний; 12 с; Япония; 5; 5; 4310; 1780; 1610; 2630; 352/1513; 1297; механика; 5; передний; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые; 175; 12; АИ-95; переднее, поперечное; 1598; нет; 114 / 84 при 6000; 156 при 4400; рядное; 4; 4; распределенный впрыск (многоточечный); 10.7; 78 × 83.6
120; Nissan Qashqai I  ; 2008 ; 559 000 ; 160 000 ;" Ржев
"; 23 апреля; 4,2; 2.0 л; 141 л.с.; вариатор; бензин; АИ-95; полный; 11.3 с; Япония; 5; 5; 4310; 1780; 1610; 2630; 352/1513; 1455; вариатор;; полный; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые; 178; 11.3; АИ-95; переднее, поперечное; 1997; нет; 141 / 104 при 6000; 196 при 4800; рядное; 4; 4; распределенный впрыск (многоточечный); 9.9; 89 × 80.1
121; Nissan Murano I (Z50)  ; 2007 ; 419 000 ; 108 000 ;" Калуга
"; 23 апреля; 4,2; 3.5 л; 234 л.с.; вариатор; бензин; АИ-95; полный; 9.5 с; Япония; 5; 5; 4770; 1880; 1705; 2825; 438/877; 1865; вариатор;; полный; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые; 200; 9.5; АИ-95; переднее, поперечное; 3498; нет; 234 / 172 при 6000; 318 при 3600; V-образное; 6; 4; распределенный впрыск (многоточечный); 10.3; 95.5 × 81.4
122; Nissan Wingroad II (Y11)  ; 2000 ; 257 000 ; 180 000 ;" Нефтекамск
"; 24 апреля;  ; 1.5 л; 105 л.с.; автомат; бензин; АИ-92; передний;; Япония; 5; 5; 4370; 1695; 1475; 2535; ; 1200; автомат; 4; передний; независимая, пружинная; полунезависимая, пружинная; дисковые вентилируемые; барабанные;;; АИ-92; переднее, поперечное; 1497; нет; 105 / 77 при 6000; 135 при 4400; рядное; 4; 4; распределенный впрыск (многоточечный); 9.9; 73.6 × 88
123; Nissan Qashqai I Рестайлинг  ; 2011 ; 770 000 ; 72 000 ;" Дзержинск
"; 23 апреля; 4,1; 2.0 л; 141 л.с.; вариатор; бензин; АИ-95; передний; 10.7 с; Япония; 5; 5; 4330; 1780; 1615; 2630; 400/1513; 1378; вариатор;; передний; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые; 183; 10.7; АИ-95; переднее, поперечное; 1997; нет; 141 / 104 при 6000; 196 при 4800; рядное; 4; 4; распределенный впрыск (многоточечный); 10.2; 84 × 90.1
124; Nissan Juke I  ; 2013 ; 650 000 ; 90 000 ;" Москва
"; 23 апреля; 4,2; 1.6 л; 117 л.с.; вариатор; бензин; АИ-95; передний; 11.5 с; Япония; 5; 5; 4135; 1765; 1565; 2530; 251/830; 1225; вариатор;; передний; независимая, пружинная; полунезависимая, пружинная; дисковые вентилируемые; дисковые; 170; 11.5; АИ-95; переднее, поперечное; 1598; нет; 117 / 86 при 6000; 158 при 4000; рядное; 4; 4; распределенный впрыск (многоточечный); 10.7; 78 × 83.6
125; Nissan Teana II Рестайлинг  ; 2011 ; 649 000 ; 135 000 ;" Санкт-Петербург
"; 23 апреля; 4,3; 2.5 л; 182 л.с.; вариатор; бензин; АИ-92; передний; 9.6 с; Япония; 4; 5; 4850; 1795; 1495; 2775; 488; 1512; вариатор;; передний; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые; 200; 9.6; АИ-92; переднее, поперечное; 2496; нет; 182 / 134 при 6000; 228 при 4400; V-образное; 6; 4; распределенный впрыск (многоточечный); 9.8; 85 × 73.3
126; Nissan X-Trail II Рестайлинг  ; 2012 ; 830 000 ; 93 000 ;" Ижевск
"; 31 марта; 4,5; 2.0 л; 141 л.с.; вариатор; бензин; АИ-95; полный; 11.9 с; Япония; 5; 5; 4636; 1790; 1700; 2630; 479/1773; 1514; вариатор;; полный; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые вентилируемые; 169; 11.9; АИ-95; переднее, поперечное; 1997; нет; 141 / 104 при 6000; 196 при 4800; рядное; 4; 4; распределенный впрыск (многоточечный);; 
127; Nissan Juke I  ; 2012 ; 648 000 ; 58 500 ;" Первоуральск
"; 23 апреля; 4,2; 1.6 л; 117 л.с.; вариатор; бензин; АИ-95; передний; 11.5 с; Япония; 5; 5; 4135; 1765; 1565; 2530; 251/830; 1225; вариатор;; передний; независимая, пружинная; полунезависимая, пружинная; дисковые вентилируемые; дисковые; 170; 11.5; АИ-95; переднее, поперечное; 1598; нет; 117 / 86 при 6000; 158 при 4000; рядное; 4; 4; распределенный впрыск (многоточечный); 10.7; 78 × 83.6
128; Nissan Almera Classic I  ; 2007 ; 295 000 ; 121 000 ;" Дубна
"; 23 апреля; 4,0; 1.6 л; 107 л.с.; механика; бензин; АИ-95; передний; 12.1 с; Япония; 4; 5; 4510; 1710; 1440; 2535; 460; 1160; механика; 5; передний; независимая, пружинная; полунезависимая, пружинная; дисковые вентилируемые; барабанные; 184; 12.1; АИ-95; переднее, поперечное; 1596; нет; 107 / 79 при 6000; 146 при 3600; рядное; 4; 4; распределенный впрыск (многоточечный); 9.5; 76 × 88
129; Nissan Patrol VI (Y62)  ; 2012 ; 1 680 000 ; 88 655 ;" Новолисино
"; 23 апреля; 4,5; 5.6 л; 405 л.с.; автомат; бензин; АИ-95; полный; 6.6 с; Япония; 5; 7; 5140; 1955; 1938; 3075; 550; 2745; автомат; 7; полный; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые вентилируемые; 210; 6.6; АИ-95; переднее, продольное; 5552; нет; 405 / 298 при 5800; 560 при 4000; V-образное; 8; 4; непосредственный впрыск (прямой);; 
130; Nissan Terrano III (D10)  ; 2014 ; 650 000 ; 87 000 ;" Москва
"; 23 апреля; 4,2; 1.6 л; 102 л.с.; механика; бензин; АИ-95; полный; 13.5 с; Япония; 5; 5; 4315; 1822; 1695; 2673; 475; 1326; механика; 6; полный; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; барабанные; 158; 13.5; АИ-95; переднее, поперечное; 1598; нет; 102 / 75 при 5750; 145 при 3750; рядное; 4; 4; распределенный впрыск (многоточечный); 9.8; 79.5 × 80.5
131; Nissan X-Trail III  ; 2015 ; 1 295 000 ; 28 000 ;" Москва и Московская область
"; 23 апреля; 4,3; 2.0 л; 144 л.с.; вариатор; бензин; АИ-95; полный; 12.1 с; Япония; 5; 5; 4643; 1820; 1695; 2706; 497/1585; 1642; вариатор;; полный; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые; 180; 12.1; АИ-95; переднее, поперечное; 1997; нет; 144 / 106 при 6000; 200 при 4400; рядное; 4; 4; непосредственный впрыск (прямой); 11.2; 84 × 90.1
132; Nissan Teana III  ; 2013 ; 890 000 ; 108 083 ;" Брянск
"; 23 апреля; 4,4; 2.5 л; 173 л.с.; вариатор; бензин; АИ-92; передний; 9.8 с; Япония; 4; 5; 4863; 1830; 1482; 2775; 474; 1482; вариатор;; передний; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые; 210; 9.8; АИ-92; переднее, поперечное; 2488; нет; 173 / 127 при 6000; 234 при 4000; рядное; 4; 4; распределенный впрыск (многоточечный); 10; 89 × 100
133; Nissan Teana II Рестайлинг  ; 2011 ; 725 000 ; 94 607 ;" Тула
"; 23 апреля; 4,3; 2.5 л; 167 л.с.; вариатор; бензин; АИ-92; полный; 9.8 с; Япония; 4; 5; 4850; 1795; 1495; 2775; 488; 1563; вариатор;; полный; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые; 180; 9.8; АИ-92; переднее, поперечное; 2488; нет; 167 / 123 при 5600; 240 при 4000; рядное; 4; 4; распределенный впрыск (многоточечный); 9.6; 89 × 100
134; Nissan X-Trail II  ; 2010 ; 800 000 ; 65 909 ;" Москва
"; 23 апреля; 4,3; 2.0 л; 150 л.с.; автомат; дизель; ДТ; полный; 12.5 с; Япония; 5; 5; 4630; 1785; 1685; 2630; 603/1773; 1640; автомат; 6; полный; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые; 181; 12.5; ДТ; переднее, поперечное; 1995; турбонаддув; 150 / 110 при 4000; 320 при 2000; рядное; 4; 4; двигатель с неразделенными камерами сгорания (непосредственный впрыск топлива); 15.6; 84 × 90
135; Nissan Teana II Рестайлинг  ; 2011 ; 579 000 ; 75 000 ;" Воронеж
"; 23 апреля; 4,3; 2.5 л; 182 л.с.; вариатор; бензин; АИ-92; передний; 9.6 с; Япония; 4; 5; 4850; 1795; 1495; 2775; 488; 1512; вариатор;; передний; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые; 200; 9.6; АИ-92; переднее, поперечное; 2496; нет; 182 / 134 при 6000; 228 при 4400; V-образное; 6; 4; распределенный впрыск (многоточечный); 9.8; 85 × 73.3
136; Nissan Juke I  ; 2013 ; 595 750 ; 85 571 ;" Москва
"; 23 апреля; 4,2; 1.6 л; 117 л.с.; механика; бензин; АИ-95; передний; 11 с; Япония; 5; 5; 4135; 1765; 1565; 2530; 251/830; 1194; механика; 5; передний; независимая, пружинная; полунезависимая, пружинная; дисковые вентилируемые; дисковые; 178; 11; АИ-95; переднее, поперечное; 1598; нет; 117 / 86 при 6000; 158 при 4000; рядное; 4; 4; распределенный впрыск (многоточечный); 10.7; 78 × 83.6
137; Nissan Teana II  ; 2009 ; 560 000 ; 109 548 ;" Москва
"; 23 апреля; 4,4; 2.5 л; 182 л.с.; вариатор; бензин; АИ-92; передний; 9.6 с; Япония; 4; 5; 4845; 1765; 1475; 2775; 476; 1512; вариатор;; передний; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые; 200; 9.6; АИ-92; переднее, поперечное; 2496; нет; 182 / 134 при 6000; 228 при 4400; V-образное; 6; 4; распределенный впрыск (многоточечный); 9.8; 85 × 73.3
138; Nissan Qashqai I  ; 2008 ; 448 000 ; 101 367 ;" Санкт-Петербург
"; 23 апреля; 4,2; 2.0 л; 141 л.с.; вариатор; бензин; АИ-95; передний; 10.7 с; Япония; 5; 5; 4310; 1780; 1610; 2630; 352/1513; 1380; вариатор;; передний; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые; 190; 10.7; АИ-95; переднее, поперечное; 1998; нет; 141 / 104 при 6000; 196 при 4800; рядное; 4; 4; распределенный впрыск (многоточечный); 9.9; 89 × 80.1
139; Nissan Teana II Рестайлинг  ; 2013 ; 949 000 ; 64 900 ;" Санкт-Петербург
"; 22 января; 4,3; 3.5 л; 249 л.с.; вариатор; бензин; АИ-95; передний; 7.2 с; Япония; 4; 5; 4850; 1795; 1495; 2775; 488; 1590; вариатор;; передний; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые; 210; 7.2; АИ-95; переднее, поперечное; 3498; нет; 249 / 183 при 6000; 326 при 4400; V-образное; 6; 4; распределенный впрыск (многоточечный); 10.3; 95.5 × 81.4
140; Nissan Almera II (N16) Рестайлинг  ; 2006 ; 300 000 ; 87 000 ;" Санкт-Петербург
"; 23 апреля; 4,0; 1.8 л; 116 л.с.; автомат; бензин; АИ-95; передний; 11.2 с; Япония; 4; 5; 4436; 1695; 1445; 2535; 460; 1115; автомат; 4; передний; независимая, пружинная; полунезависимая, пружинная; дисковые вентилируемые; дисковые; 180; 11.2; АИ-95; переднее, поперечное; 1769; нет; 116 / 85 при 5600; 163 при 4000; рядное; 4; 4; распределенный впрыск (многоточечный); 9.5; 80 × 88
141; Nissan X-Trail II  ; 2008 ; 640 000 ; 86 000 ;" Ростов-на-Дону
"; 23 апреля; 4,3; 2.5 л; 169 л.с.; вариатор; бензин; АИ-95; полный; 10.3 с; Япония; 5; 5; 4630; 1785; 1685; 2630; 603/1773; 1623; вариатор;; полный; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые вентилируемые; 185; 10.3; АИ-95; переднее, поперечное; 2488; нет; 169 / 124 при 6000; 233 при 4000; рядное; 4; 4; распределенный впрыск (многоточечный); 9.6; 89 × 100
142; Nissan Juke I Рестайлинг  ; 2014 ; 630 000 ; 61 000 ;" Москва
"; 23 марта;  ; 1.6 л; 117 л.с.; вариатор; бензин; АИ-95; передний; 11.5 с; Япония; 5; 5; 4135; 1765; 1565; 2530; 354/1189; 1225; вариатор;; передний; независимая, пружинная; полунезависимая, пружинная; дисковые вентилируемые; дисковые; 170; 11.5; АИ-95; переднее, поперечное; 1598; нет; 117 / 86 при 6000; 158 при 4000; рядное; 4; 4; распределенный впрыск (многоточечный); 10.7; 78 × 83.6
143; Nissan Teana II Рестайлинг  ; 2011 ;650 000 ; 120 000 ;" Пермь
"; 5 апреля; 4,3; 2.5 л; 167 л.с.; вариатор; бензин; АИ-92; полный; 9.8 с; Япония; 4; 5; 4850; 1795; 1495; 2775; 488; 1563; вариатор;; полный; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые; 180; 9.8; АИ-92; переднее, поперечное; 2488; нет; 167 / 123 при 5600; 240 при 4000; рядное; 4; 4; распределенный впрыск (многоточечный); 9.6; 89 × 100
144; Nissan X-Trail II Рестайлинг  ; 2012 ; 920 000 ; 51 000 ;" Пермь
"; 23 апреля; 4,5; 2.0 л; 141 л.с.; вариатор; бензин; АИ-95; полный; 11.9 с; Япония; 5; 5; 4636; 1790; 1700; 2630; 479/1773; 1514; вариатор;; полный; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые вентилируемые; 169; 11.9; АИ-95; переднее, поперечное; 1997; нет; 141 / 104 при 6000; 196 при 4800; рядное; 4; 4; распределенный впрыск (многоточечный);; 
145; Nissan X-Trail II Рестайлинг  ; 2013 ; 799 000 ; 145 000 ;" Пермь
"; 23 апреля; 4,5; 2.0 л; 141 л.с.; вариатор; бензин; АИ-95; полный; 11.9 с; Япония; 5; 5; 4636; 1790; 1700; 2630; 479/1773; 1514; вариатор;; полный; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые вентилируемые; 169; 11.9; АИ-95; переднее, поперечное; 1997; нет; 141 / 104 при 6000; 196 при 4800; рядное; 4; 4; распределенный впрыск (многоточечный);; 
146; Nissan Qashqai II  ; 2014 ; 1 030 000 ; 53 200 ;" Пермь
"; 23 апреля; 4,6; 2.0 л; 144 л.с.; вариатор; бензин; АИ-95; полный; 10.5 с; Япония; 5; 5; 4377; 1806; 1590; 2646; 430/1585; 1475; вариатор;; полный; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые; 182; 10.5; АИ-95; переднее, поперечное; 1997; нет; 144 / 106 при 6000; 200 при 4400; рядное; 4; 4; непосредственный впрыск (прямой); 11.2; 80.4 × 90.1
147; Nissan Note I Рестайлинг  ; 2012 ; 410 000 ; 96 571 ;" Пермь
"; 23 апреля; 4,5; 1.4 л; 88 л.с.; механика; бензин; АИ-95; передний; 13.1 с; Япония; 5; 5; 4100; 1690; 1550; 2600; 280/1332; 1092; механика; 5; передний; независимая, пружинная; полунезависимая, пружинная; дисковые вентилируемые; барабанные; 165; 13.1; АИ-95; переднее, поперечное; 1386; нет; 88 / 66 при 5200; 128 при 3200; рядное; 4; 4; распределенный впрыск (многоточечный); 9.9; 73 × 82.8
148; Nissan Tiida I Рестайлинг  ; 2010 ; 375 000 ; 97 000 ;" Пермь
"; 1 февраля; 4,4; 1.6 л; 110 л.с.; механика; бензин; АИ-95; передний; 11.1 с; Япония; 4; 5; 4474; 1695; 1535; 2600; 467; 1203; механика; 5; передний; независимая, пружинная; полунезависимая, пружинная; дисковые вентилируемые; дисковые; 186; 11.1; АИ-95; переднее, поперечное; 1598; нет; 110 / 81 при 6000; 153 при 4400; рядное; 4; 4; распределенный впрыск (многоточечный); 10.7; 78 × 83.6
149; Nissan Almera III (G15)  ; 2017 ; 629 999 ; 3 599 ;" Пермь
"; 23 апреля; 3,9; 1.6 л; 102 л.с.; механика; бензин; АИ-92; передний; 10.9 с; Япония; 4; 5; 4656; 1695; 1522; 2700; 500; 1177; механика; 5; передний; независимая, пружинная; полунезависимая, пружинная; дисковые вентилируемые; барабанные; 185; 10.9; АИ-92; переднее, поперечное; 1598; нет; 102 / 75 при 5750; 145 при 3750; рядное; 4; 4; распределенный впрыск (многоточечный); 9.8; 79.5 × 80.5
150; Nissan Juke I  ; 2012 ; 585 000 ; 52 237 ;" Пермь
"; 23 апреля; 4,2; 1.6 л; 117 л.с.; механика; бензин; АИ-95; передний; 11 с; Япония; 5; 5; 4135; 1765; 1565; 2530; 251/830; 1194; механика; 5; передний; независимая, пружинная; полунезависимая, пружинная; дисковые вентилируемые; дисковые; 178; 11; АИ-95; переднее, поперечное; 1598; нет; 117 / 86 при 6000; 158 при 4000; рядное; 4; 4; распределенный впрыск (многоточечный); 10.7; 78 × 83.6
151; Nissan Micra III (K12)  ; 2006 ; 259 000 ; 88 045 ;" Пермь
"; 23 апреля; 4,3; 1.2 л; 80 л.с.; автомат; бензин; АИ-95; передний; 17.9 с; Япония; 5; 5; 3715; 1660; 1540; 2430; 251/982;; автомат; 4; передний; независимая, пружинная; полунезависимая, торсионная; дисковые вентилируемые; дисковые; 145; 17.9; АИ-95; переднее, поперечное; 1240; нет; 80 / 59 при 3600; 110 при 3600; рядное; 4; 4; распределенный впрыск (многоточечный); 9.8; 71 × 78.3
152; Nissan Teana II Рестайлинг  ; 2012 ; 725 000 ; 111 007 ;" Пермь
"; 23 апреля; 4,3; 2.5 л; 182 л.с.; вариатор; бензин; АИ-92; передний; 9.6 с; Япония; 4; 5; 4850; 1795; 1495; 2775; 488; 1512; вариатор;; передний; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые; 200; 9.6; АИ-92; переднее, поперечное; 2496; нет; 182 / 134 при 6000; 228 при 4400; V-образное; 6; 4; распределенный впрыск (многоточечный); 9.8; 85 × 73.3
153; Nissan Almera II (N16) Рестайлинг  ; 2005 ; 175 000 ; 204 000 ;" Саларьево
"; 23 апреля; 4,0; 1.5 л; 98 л.с.; механика; бензин; АИ-95; передний; 13.1 с; Япония; 5; 5; 4197; 1706; 1448; 2535; 355/1020; 1110; механика; 5; передний; независимая, пружинная; полунезависимая, пружинная; дисковые вентилируемые; дисковые; 177; 13.1; АИ-95; переднее, поперечное; 1497; нет; 98 / 72 при 6000; 136 при 4000; рядное; 4; 4; распределенный впрыск (многоточечный); 9.9; 73.6 × 88
154; Nissan Murano II (Z51) Рестайлинг 2  ; 2014 ; 1 295 000 ; 64 722 ;" Ярославль
"; 23 апреля; 4,6; 3.5 л; 249 л.с.; вариатор; бензин; АИ-95; полный; 8 с; Япония; 5; 5; 4860; 1885; 1720; 2825; 402/1510; 1790; вариатор;; полный; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые; 210; 8; АИ-95; переднее, поперечное; 3498; нет; 249 / 183 при 6000; 334 при 4400; V-образное; 6; 4; распределенный впрыск (многоточечный); 10.3; 95.5 × 81.4
155; Nissan X-Trail II Рестайлинг  ; 2011 ; 759 000 ; 113 121 ;" Пермь
"; 23 апреля; 4,5; 2.0 л; 141 л.с.; вариатор; бензин; АИ-95; полный; 11.9 с; Япония; 5; 5; 4636; 1790; 1700; 2630; 479/1773; 1514; вариатор;; полный; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые вентилируемые; 169; 11.9; АИ-95; переднее, поперечное; 1997; нет; 141 / 104 при 6000; 196 при 4800; рядное; 4; 4; распределенный впрыск (многоточечный);; 
156; Nissan X-Trail I  ; 2005 ; 464 000 ; 148 871 ;" Саратов
"; 23 апреля; 4,1; 2.5 л; 165 л.с.; механика; бензин; АИ-95; полный; 9.9 с; Япония; 5; 5; 4510; 1765; 1675; 2625; 410/1841; 1470; механика; 5; полный; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые; 190; 9.9; АИ-95; переднее, поперечное; 2488; нет; 165 / 121 при 6000; 230 при 4000; рядное; 4; 4; распределенный впрыск (многоточечный); 9.5; 89 × 100
157; Nissan Teana II Рестайлинг  ; 2013 ; 775 000 ; 24 632 ;" Кропоткин
"; 23 апреля; 4,3; 2.5 л; 182 л.с.; вариатор; бензин; АИ-92; передний; 9.6 с; Япония; 4; 5; 4850; 1795; 1495; 2775; 488; 1512; вариатор;; передний; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые; 200; 9.6; АИ-92; переднее, поперечное; 2496; нет; 182 / 134 при 6000; 228 при 4400; V-образное; 6; 4; распределенный впрыск (многоточечный); 9.8; 85 × 73.3
158; Nissan Tiida I Рестайлинг  ; 2011 ; 520 000 ; 81 322 ;" Ногинск
"; 23 апреля; 4,4; 1.6 л; 110 л.с.; механика; бензин; АИ-95; передний; 11.1 с; Япония; 5; 5; 4295; 1695; 1535; 2600; 289/645; 1205; механика; 5; передний; независимая, пружинная; полунезависимая, пружинная; дисковые вентилируемые; дисковые; 186; 11.1; АИ-95; переднее, поперечное; 1598; нет; 110 / 81 при 6000; 153 при 4400; рядное; 4; 4; распределенный впрыск (многоточечный); 10.7; 78 × 83.6
159; Nissan Almera II (N16) Рестайлинг  ; 2006 ; 225 000 ; 191 000 ;" Санкт-Петербург
"; 23 апреля; 4,0; 1.8 л; 116 л.с.; автомат; бензин; АИ-95; передний; 12.5 с; Япония; 5; 5; 4197; 1706; 1448; 2535; 355/1020; 1130; автомат; 4; передний; независимая, пружинная; полунезависимая, пружинная; дисковые вентилируемые; дисковые; 176; 12.5; АИ-95; переднее, поперечное; 1769; нет; 116 / 85 при 5600; 163 при 4000; рядное; 4; 4; распределенный впрыск (многоточечный); 9.5; 80 × 88
160; Nissan X-Trail I  ; 2004 ; 460 000 ; 250 000 ;" Москва
"; 23 апреля; 4,1; 2.5 л; 165 л.с.; автомат; бензин; АИ-95; полный; 11.1 с; Япония; 5; 5; 4510; 1765; 1675; 2625; 410/1841; 1490; автомат; 4; полный; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые; 178; 11.1; АИ-95; переднее, поперечное; 2488; нет; 165 / 121 при 6000; 230 при 4000; рядное; 4; 4; распределенный впрыск (многоточечный); 9.5; 89 × 100
161; Nissan Laurel VIII (C35)  ; 2001 ; 240 000 ; 240 000 ;" Москва
"; 24 апреля; 4,8; 2.5 л; 200 л.с.; автомат; бензин; АИ-95; полный; 8.7 с; Япония; 4; 5; 4765; 1730; 1135; 2720; ; 1530; автомат; 4; полный; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые вентилируемые; 226; 8.7; АИ-95; переднее, поперечное; 2498; нет; 200 / 147 при 6000; 255 при 4000; рядное; 6; 4; распределенный впрыск (многоточечный); 10; 86 × 71.7
162; Nissan Qashqai II  ; 2016 ; 1 295 000 ; 13 009 ;" Санкт-Петербург
"; 23 апреля; 4,6; 2.0 л; 144 л.с.; вариатор; бензин; АИ-95; полный; 10.5 с; Япония; 5; 5; 4377; 1806; 1590; 2646; 430/1585; 1475; вариатор;; полный; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые; 182; 10.5; АИ-95; переднее, поперечное; 1997; нет; 144 / 106 при 6000; 200 при 4400; рядное; 4; 4; непосредственный впрыск (прямой); 11.2; 80.4 × 90.1
163; Nissan Qashqai II  ; 2016 ; 1 249 000 ; 19 000 ;" Большая Мартыновка
"; 23 апреля; 4,6; 2.0 л; 144 л.с.; вариатор; бензин; АИ-95; полный; 10.5 с; Япония; 5; 5; 4377; 1806; 1590; 2646; 430/1585; 1475; вариатор;; полный; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые; 182; 10.5; АИ-95; переднее, поперечное; 1997; нет; 144 / 106 при 6000; 200 при 4400; рядное; 4; 4; непосредственный впрыск (прямой); 11.2; 80.4 × 90.1
164; Nissan Juke I  ; 2012 ; 580 000 ; 125 000 ;" Воронеж
"; 23 апреля; 4,2; 1.6 л; 117 л.с.; вариатор; бензин; АИ-95; передний; 11.5 с; Япония; 5; 5; 4135; 1765; 1565; 2530; 251/830; 1225; вариатор;; передний; независимая, пружинная; полунезависимая, пружинная; дисковые вентилируемые; дисковые; 170; 11.5; АИ-95; переднее, поперечное; 1598; нет; 117 / 86 при 6000; 158 при 4000; рядное; 4; 4; распределенный впрыск (многоточечный); 10.7; 78 × 83.6
165; Nissan Qashqai II  ; 2015 ; 1 095 000 ; 50 000 ;" Москва
"; 23 апреля; 4,6; 2.0 л; 144 л.с.; вариатор; бензин; АИ-95; полный; 10.5 с; Япония; 5; 5; 4377; 1806; 1590; 2646; 430/1585; 1475; вариатор;; полный; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые; 182; 10.5; АИ-95; переднее, поперечное; 1997; нет; 144 / 106 при 6000; 200 при 4400; рядное; 4; 4; непосредственный впрыск (прямой); 11.2; 80.4 × 90.1
166; Nissan Murano I (Z50)  ; 2002 ; 339 000 ; 147 652 ;" Набережные Челны
"; 23 апреля; 4,2; 3.5 л; 248 л.с.; вариатор; бензин; АИ-95; полный; 8.5 с; Япония; 5; 5; 4770; 1880; 1705; 2825; 438/877; 1845; вариатор;; полный; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые вентилируемые;; 8.5; АИ-95; переднее, поперечное; 3498; нет; 248 / 182 при 5800; 333 при 4400; V-образное; 6; 4; распределенный впрыск (многоточечный); 10.3; 95.5 × 81.4
167; Nissan Murano I (Z50)  ; 2006 ; 320 000 ; 175 000 ;" Санкт-Петербург
"; 23 апреля; 4,2; 3.5 л; 234 л.с.; вариатор; бензин; АИ-95; полный; 9.5 с; Япония; 5; 5; 4770; 1880; 1705; 2825; 438/877; 1865; вариатор;; полный; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые; 200; 9.5; АИ-95; переднее, поперечное; 3498; нет; 234 / 172 при 6000; 318 при 3600; V-образное; 6; 4; распределенный впрыск (многоточечный); 10.3; 95.5 × 81.4
168; Nissan X-Trail II Рестайлинг  ; 2011 ; 735 000 ; 89 000 ;" Москва
"; 23 апреля; 4,5; 2.0 л; 150 л.с.; механика; дизель; ДТ; полный; 11.2 с; Япония; 5; 5; 4636; 1790; 1700; 2630; 479/1773; 1625; механика; 6; полный; независимая, пружинная; независимая, пружинная; дисковые вентилируемые; дисковые вентилируемые; 185; 11.2; ДТ; переднее, поперечное; 1995; турбонаддув; 150 / 110 при 4000; 320 при 2000; рядное; 4; 4; распределенный впрыск (многоточечный);; 
169; Nissan Juke I  ; 2011 ; 660 000 ; 77 000 ;" Москва
"; 23 апреля; 4,2; 1.6 л; 117 л.с.; вариатор; бензин; АИ-95; передний; 11.5 с; Япония; 5; 5; 4135; 1765; 1565; 2530; 251/830; 1225; вариатор;; передний; независимая, пружинная; полунезависимая, пружинная; дисковые вентилируемые; дисковые; 170; 11.5; АИ-95; переднее, поперечное; 1598; нет; 117 / 86 при 6000; 158 при 4000; рядное; 4; 4; распределенный впрыск (многоточечный); 10.7; 78 × 83.6
